SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
50636,8,2013-04-28T00:00:00.000Z,2013-05-10T00:00:00.000Z,2013-05-05T00:00:00.000Z,5,true,SO50636,,10-4030-015589,15589,,9,18097,18097,1,15237,434765Vi78817,8048,2071.4196,165.7136,51.7855,2288.9187,,{B1C4FF89-B23F-4722-B6DE-727C52BC69F5},2013-05-05T00:00:00.000Z
50683,8,2013-04-30T00:00:00.000Z,2013-05-12T00:00:00.000Z,2013-05-07T00:00:00.000Z,5,false,SO50683,PO11455112273,10-4020-000072,29701,277,2,762,762,5,17544,26262Vi91102,,104482.9633,10161.028,3175.3213,117819.3126,,{31D50FD7-9FD4-4DBE-B4EC-52A94A26BA42},2013-05-07T00:00:00.000Z
51016,8,2013-05-23T00:00:00.000Z,2013-06-04T00:00:00.000Z,2013-05-30T00:00:00.000Z,5,true,SO51016,,10-4030-019899,19899,,7,23818,23818,1,1974,731357Vi10287,,782.99,62.6392,19.5748,865.204,,{6B743D10-6FE4-4E90-AB99-F24C0FC4D87E},2013-05-30T00:00:00.000Z
51138,8,2013-05-30T00:00:00.000Z,2013-06-11T00:00:00.000Z,2013-06-06T00:00:00.000Z,5,false,SO51138,PO9338137293,10-4020-000451,29737,284,1,882,882,5,19143,47620Vi99484,,32901.6223,3804.0754,1188.7736,37894.4713,,{9E19CF43-AB37-4AD0-A15E-D510CF798C17},2013-06-06T00:00:00.000Z
51195,8,2013-05-31T00:00:00.000Z,2013-06-12T00:00:00.000Z,2013-06-07T00:00:00.000Z,5,true,SO51195,,10-4030-014066,14066,,9,25919,25919,1,12041,1238111Vi62257,8411,804.47,64.3576,20.1118,888.9394,,{AE1F68F7-68D7-4260-80BB-7F3DAD356378},2013-06-07T00:00:00.000Z
51495,8,2013-06-18T00:00:00.000Z,2013-06-30T00:00:00.000Z,2013-06-25T00:00:00.000Z,5,true,SO51495,,10-4030-029043,29043,,6,14147,14147,1,6428,840623Vi33347,8611,2447.05,195.764,61.1763,2703.9903,,{6D747CDA-5560-49F2-A4AF-1EE3E62C6261},2013-06-25T00:00:00.000Z
51567,8,2013-06-22T00:00:00.000Z,2013-07-04T00:00:00.000Z,2013-06-29T00:00:00.000Z,5,true,SO51567,,10-4030-015276,15276,,4,20773,20773,1,13970,741132Vi72448,,563.77,45.1016,14.0943,622.9659,,{1182B956-B04C-47F7-872C-41A5F7FB3DDE},2013-06-29T00:00:00.000Z
51893,8,2013-06-30T00:00:00.000Z,2013-07-12T00:00:00.000Z,2013-07-07T00:00:00.000Z,5,true,SO51893,,10-4030-023556,23556,,1,18640,18640,1,17362,622665Vi90181,,29.99,2.3992,0.7498,33.139,,{C66521A2-5005-4CF5-9A03-5E15EB6011A4},2013-07-07T00:00:00.000Z
52264,8,2013-07-07T00:00:00.000Z,2013-07-19T00:00:00.000Z,2013-07-14T00:00:00.000Z,5,true,SO52264,,10-4030-016886,16886,,1,21986,21986,1,8109,435061Vi42009,,1729.97,138.3976,43.2493,1911.6169,,{F46CCD9F-0114-4EDF-930F-F4CA8E2C10C5},2013-07-14T00:00:00.000Z
52807,8,2013-07-18T00:00:00.000Z,2013-07-30T00:00:00.000Z,2013-07-25T00:00:00.000Z,5,true,SO52807,,10-4030-021252,21252,,6,14505,14505,1,8062,425745Vi41786,8941,64.47,5.1576,1.6118,71.2394,,{5122B494-F27B-4751-90EF-0D2744390338},2013-07-25T00:00:00.000Z
52981,8,2013-07-22T00:00:00.000Z,2013-08-03T00:00:00.000Z,2013-07-29T00:00:00.000Z,5,true,SO52981,,10-4030-018871,18871,,6,19213,19213,1,7447,122976Vi38628,8985,29.99,2.3992,0.7498,33.139,,{C10B2F6A-E5A8-4911-9560-78A512D46242},2013-07-29T00:00:00.000Z
53284,8,2013-07-27T00:00:00.000Z,2013-08-08T00:00:00.000Z,2013-08-03T00:00:00.000Z,5,true,SO53284,,10-4030-024341,24341,,4,12785,12785,1,11226,340606Vi57893,,2453.04,196.2432,61.326,2710.6092,,{C58D19E0-D17F-492C-8582-CAA5A5D896AD},2013-08-03T00:00:00.000Z
53484,8,2013-07-31T00:00:00.000Z,2013-08-12T00:00:00.000Z,2013-08-07T00:00:00.000Z,5,false,SO53484,PO14790120337,10-4020-000497,29499,289,6,527,527,5,5958,105807Vi31021,9084,27975.6975,2704.4837,845.1512,31525.3324,,{6996AEA7-4AD1-432F-9862-FA451FC88FAD},2013-08-07T00:00:00.000Z
53709,8,2013-08-01T00:00:00.000Z,2013-08-13T00:00:00.000Z,2013-08-08T00:00:00.000Z,5,true,SO53709,,10-4030-028948,28948,,9,26586,26586,1,3433,1139068Vi18108,9093,2419.06,193.5248,60.4765,2673.0613,,{B1FCF4C9-3374-4551-8725-FE45CC247A08},2013-08-08T00:00:00.000Z
53725,8,2013-08-02T00:00:00.000Z,2013-08-14T00:00:00.000Z,2013-08-09T00:00:00.000Z,5,true,SO53725,,10-4030-026139,26139,,9,29372,29372,1,,,9104,34.47,2.7576,0.8618,38.0894,,{40C3AEB7-F375-45F7-83F6-609C204D18A5},2013-08-09T00:00:00.000Z
53829,8,2013-08-03T00:00:00.000Z,2013-08-15T00:00:00.000Z,2013-08-10T00:00:00.000Z,5,true,SO53829,,10-4030-028709,28709,,10,16429,16429,1,13422,1243053Vi69525,9120,2419.06,193.5248,60.4765,2673.0613,,{FCA2BCE4-E3B1-4431-B4FC-99D05D9FA0BC},2013-08-10T00:00:00.000Z
53971,8,2013-08-06T00:00:00.000Z,2013-08-18T00:00:00.000Z,2013-08-13T00:00:00.000Z,5,true,SO53971,,10-4030-011099,11099,,9,14266,14266,1,6498,1239782Vi33739,9148,2363.96,189.1168,59.099,2612.1758,,{09F139FD-376E-4E05-8064-AB9D8E31FC7A},2013-08-13T00:00:00.000Z
54281,8,2013-08-12T00:00:00.000Z,2013-08-24T00:00:00.000Z,2013-08-19T00:00:00.000Z,5,true,SO54281,,10-4030-016860,16860,,4,12402,12402,1,15180,924961Vi78574,,4.99,0.3992,0.1248,5.514,,{84A79EB0-7386-458D-88F1-8F0408312B8D},2013-08-19T00:00:00.000Z
54771,8,2013-08-21T00:00:00.000Z,2013-09-02T00:00:00.000Z,2013-08-28T00:00:00.000Z,5,true,SO54771,,10-4030-014123,14123,,9,12012,12012,1,12065,817148Vi62365,9313,28.98,2.3184,0.7245,32.0229,,{81FC18DB-5783-4E6B-BF76-CFC0E80008BE},2013-08-28T00:00:00.000Z
55108,8,2013-08-27T00:00:00.000Z,2013-09-08T00:00:00.000Z,2013-09-03T00:00:00.000Z,5,true,SO55108,,10-4030-022142,22142,,4,28315,28315,1,883,423454Vi4501,,71.94,5.7552,1.7985,79.4937,,{FC9D984E-4AD4-4169-BF6E-DC4570547701},2013-09-03T00:00:00.000Z
55491,8,2013-09-01T00:00:00.000Z,2013-09-13T00:00:00.000Z,2013-09-08T00:00:00.000Z,5,true,SO55491,,10-4030-013220,13220,,4,19486,19486,1,1736,737141Vi8915,,2500.97,200.0776,62.5243,2763.5719,,{2024B153-EA85-4304-8F39-3B785245A1FF},2013-09-08T00:00:00.000Z
55752,8,2013-09-06T00:00:00.000Z,2013-09-18T00:00:00.000Z,2013-09-13T00:00:00.000Z,5,true,SO55752,,10-4030-013121,13121,,9,15165,15165,1,2169,419014Vi11295,9489,54.99,4.3992,1.3748,60.764,,{12810FBF-FA51-4F2C-87D3-91529D2716D9},2013-09-13T00:00:00.000Z
56292,8,2013-09-16T00:00:00.000Z,2013-09-28T00:00:00.000Z,2013-09-23T00:00:00.000Z,5,true,SO56292,,10-4030-020352,20352,,1,16384,16384,1,2032,624297Vi10604,,78.98,6.3184,1.9745,87.2729,,{FEE95266-9B34-48DD-A6E1-4323EDD1A1A4},2013-09-23T00:00:00.000Z
56616,8,2013-09-22T00:00:00.000Z,2013-10-04T00:00:00.000Z,2013-09-29T00:00:00.000Z,5,true,SO56616,,10-4030-023003,23003,,1,21512,21512,1,3577,1223190Vi18823,,32.28,2.5824,0.807,35.6694,,{CE35D17D-FE36-4098-B70A-3726179DB775},2013-09-29T00:00:00.000Z
56641,8,2013-09-22T00:00:00.000Z,2013-10-04T00:00:00.000Z,2013-09-29T00:00:00.000Z,5,true,SO56641,,10-4030-019983,19983,,4,27834,27834,1,6599,1041800Vi34318,,1120.49,89.6392,28.0123,1238.1415,,{6A761D6F-EE11-4756-9DA7-CA999E3D631A},2013-09-29T00:00:00.000Z
56664,8,2013-09-23T00:00:00.000Z,2013-10-05T00:00:00.000Z,2013-09-30T00:00:00.000Z,5,true,SO56664,,10-4030-018054,18054,,6,14470,14470,1,7277,1226175Vi37738,9678,36.96,2.9568,0.924,40.8408,,{91357800-0CB8-4417-A463-413756814572},2013-09-30T00:00:00.000Z
56703,8,2013-09-24T00:00:00.000Z,2013-10-06T00:00:00.000Z,2013-10-01T00:00:00.000Z,5,true,SO56703,,10-4030-019591,19591,,9,29378,29378,1,,,9687,41.93,3.3544,1.0483,46.3327,,{A5850C3D-84BA-4F14-BAAA-34FA45F8E5E6},2013-10-01T00:00:00.000Z
57343,8,2013-10-02T00:00:00.000Z,2013-10-14T00:00:00.000Z,2013-10-09T00:00:00.000Z,5,true,SO57343,,10-4030-011508,11508,,1,20982,20982,1,18073,929514Vi93780,,74.98,5.9984,1.8745,82.8529,,{EBB76E56-61D2-4806-ABA2-589238BB6B26},2013-10-09T00:00:00.000Z
57400,8,2013-10-03T00:00:00.000Z,2013-10-15T00:00:00.000Z,2013-10-10T00:00:00.000Z,5,true,SO57400,,10-4030-019928,19928,,10,16123,16123,1,11078,1126345Vi57155,9791,4.99,0.3992,0.1248,5.514,,{D9D69FCE-AE17-4C76-8C8E-F4A54D45E408},2013-10-10T00:00:00.000Z
57462,8,2013-10-04T00:00:00.000Z,2013-10-16T00:00:00.000Z,2013-10-11T00:00:00.000Z,5,true,SO57462,,10-4030-013305,13305,,1,21877,21877,1,13690,729957Vi70942,,71.97,5.7576,1.7993,79.5269,,{E46B1FAB-6126-4D6E-AE60-CA7A84060390},2013-10-11T00:00:00.000Z
57761,8,2013-10-10T00:00:00.000Z,2013-10-22T00:00:00.000Z,2013-10-17T00:00:00.000Z,5,true,SO57761,,10-4030-021624,21624,,1,16848,16848,1,1306,1123706Vi6648,,49.97,3.9976,1.2493,55.2169,,{CE393F24-3547-44C2-B76A-85EA5C56F070},2013-10-17T00:00:00.000Z
57779,8,2013-10-10T00:00:00.000Z,2013-10-22T00:00:00.000Z,2013-10-17T00:00:00.000Z,5,true,SO57779,,10-4030-014021,14021,,1,17519,17519,1,11687,429686Vi60462,,21.98,1.7584,0.5495,24.2879,,{21DD3DC3-9EDE-4FC6-B5C1-33758423847E},2013-10-17T00:00:00.000Z
58111,8,2013-10-16T00:00:00.000Z,2013-10-28T00:00:00.000Z,2013-10-23T00:00:00.000Z,5,true,SO58111,,10-4030-011743,11743,,4,23255,23255,1,18462,437425Vi95872,,2319.99,185.5992,57.9998,2563.589,,{1913BB89-F3C5-4680-A328-FE6ED97B39BA},2013-10-23T00:00:00.000Z
58292,8,2013-10-20T00:00:00.000Z,2013-11-01T00:00:00.000Z,2013-10-27T00:00:00.000Z,5,true,SO58292,,10-4030-018325,18325,,9,21346,21346,1,8078,517401Vi41887,9973,69.97,5.5976,1.7493,77.3169,,{E1AD2CFB-23FA-4D82-85A7-36DFE9AEC232},2013-10-27T00:00:00.000Z
58458,8,2013-10-22T00:00:00.000Z,2013-11-03T00:00:00.000Z,2013-10-29T00:00:00.000Z,5,true,SO58458,,10-4030-017056,17056,,9,26177,26177,1,8232,138091Vi42664,9995,839.48,67.1584,20.987,927.6254,,{4420FBF2-D82E-4D97-A5EF-114C50B770C5},2013-10-29T00:00:00.000Z
58840,8,2013-10-29T00:00:00.000Z,2013-11-10T00:00:00.000Z,2013-11-05T00:00:00.000Z,5,true,SO58840,,10-4030-011804,11804,,1,18658,18658,1,11588,1016814Vi59895,,58.98,4.7184,1.4745,65.1729,,{842D7305-BA2A-4DDE-84B5-65E36913BB27},2013-11-05T00:00:00.000Z
58910,8,2013-10-30T00:00:00.000Z,2013-11-11T00:00:00.000Z,2013-11-06T00:00:00.000Z,5,false,SO58910,PO19169152738,10-4020-000272,29622,283,1,863,863,5,7829,95221Vi40533,,36336.306,3513.8393,1098.0748,40948.2201,,{04CB425C-1886-407E-9500-95467F5339AE},2013-11-06T00:00:00.000Z
59197,8,2013-10-31T00:00:00.000Z,2013-11-12T00:00:00.000Z,2013-11-07T00:00:00.000Z,5,true,SO59197,,10-4030-024644,24644,,4,26836,26836,1,6796,340495Vi35397,,2393.06,191.4448,59.8265,2644.3313,,{888D6C1A-960F-4D37-A80E-6FE301F924B2},2013-11-07T00:00:00.000Z
59262,8,2013-11-01T00:00:00.000Z,2013-11-13T00:00:00.000Z,2013-11-08T00:00:00.000Z,5,true,SO59262,,10-4030-017676,17676,,4,14488,14488,1,13105,941280Vi67869,,603.49,48.2792,15.0873,666.8565,,{E6C85B2A-7276-4BB5-B26C-D540098EB60A},2013-11-08T00:00:00.000Z
59405,8,2013-11-03T00:00:00.000Z,2013-11-15T00:00:00.000Z,2013-11-10T00:00:00.000Z,5,true,SO59405,,10-4030-029068,29068,,9,28717,28717,1,609,243413Vi3132,10127,751.34,60.1072,18.7835,830.2307,,{4FD8276F-AD43-4361-9842-FA7D6BA3E3CA},2013-11-10T00:00:00.000Z
59627,8,2013-11-06T00:00:00.000Z,2013-11-18T00:00:00.000Z,2013-11-13T00:00:00.000Z,5,true,SO59627,,10-4030-014950,14950,,10,19504,19504,1,10346,437845Vi53398,10165,776.33,62.1064,19.4083,857.8447,,{468144EC-C9EA-4116-95C4-A9F186E8223B},2013-11-13T00:00:00.000Z
59755,8,2013-11-08T00:00:00.000Z,2013-11-20T00:00:00.000Z,2013-11-15T00:00:00.000Z,5,true,SO59755,,10-4030-017445,17445,,4,27829,27829,1,4060,341750Vi21355,,1729.97,138.3976,43.2493,1911.6169,,{6675A6CE-E46F-4F7F-99CA-34D395B1BE4A},2013-11-15T00:00:00.000Z
59936,8,2013-11-11T00:00:00.000Z,2013-11-23T00:00:00.000Z,2013-11-18T00:00:00.000Z,5,true,SO59936,,10-4030-014372,14372,,1,29737,29737,1,,,,24.27,1.9416,0.6068,26.8184,,{BE1B56E2-F638-452B-B962-77A7B1D4885B},2013-11-18T00:00:00.000Z
60236,8,2013-11-15T00:00:00.000Z,2013-11-27T00:00:00.000Z,2013-11-22T00:00:00.000Z,5,true,SO60236,,10-4030-019196,19196,,8,29631,29631,1,,,,1293.33,103.4664,32.3333,1429.1297,,{957562AF-D5AA-43A1-9257-6B488D136935},2013-11-22T00:00:00.000Z
60435,8,2013-11-18T00:00:00.000Z,2013-11-30T00:00:00.000Z,2013-11-25T00:00:00.000Z,5,true,SO60435,,10-4030-016160,16160,,9,27780,27780,1,13746,1239551Vi71284,10292,594.97,47.5976,14.8743,657.4419,,{06B17C77-8EA9-411D-9D1E-F92DC2182422},2013-11-25T00:00:00.000Z
60646,8,2013-11-22T00:00:00.000Z,2013-12-04T00:00:00.000Z,2013-11-29T00:00:00.000Z,5,true,SO60646,,10-4030-015822,15822,,9,17670,17670,1,5783,118339Vi30212,10336,14.23,1.1384,0.3558,15.7242,,{66CBFD62-0BFF-412F-9A28-95F9E3762A75},2013-11-29T00:00:00.000Z
60978,8,2013-11-27T00:00:00.000Z,2013-12-09T00:00:00.000Z,2013-12-04T00:00:00.000Z,5,true,SO60978,,10-4030-019217,19217,,6,25409,25409,1,12459,723067Vi64434,10393,32.6,2.608,0.815,36.023,,{73A13453-263B-4DD2-AA63-96D89F06A456},2013-12-04T00:00:00.000Z
61035,8,2013-11-28T00:00:00.000Z,2013-12-10T00:00:00.000Z,2013-12-05T00:00:00.000Z,5,true,SO61035,,10-4030-014181,14181,,8,12161,12161,1,16826,1116197Vi87184,,2319.99,185.5992,57.9998,2563.589,,{40909110-D03E-4C0A-AB7D-6B5FD330047C},2013-12-05T00:00:00.000Z
61151,8,2013-11-29T00:00:00.000Z,2013-12-11T00:00:00.000Z,2013-12-06T00:00:00.000Z,5,true,SO61151,,10-4030-022995,22995,,6,11671,11671,1,14254,1235883Vi73914,10415,2482.23,198.5784,62.0558,2742.8642,,{B86983F5-C193-4413-B9F3-813C4DF036F7},2013-12-06T00:00:00.000Z
61159,8,2013-11-29T00:00:00.000Z,2013-12-11T00:00:00.000Z,2013-12-06T00:00:00.000Z,5,true,SO61159,,10-4030-017308,17308,,9,17898,17898,1,6672,938314Vi34739,10413,2443.35,195.468,61.0838,2699.9018,,{35279F4B-D62C-47F4-BA52-E40819F9A87F},2013-12-06T00:00:00.000Z
61727,8,2013-12-07T00:00:00.000Z,2013-12-19T00:00:00.000Z,2013-12-14T00:00:00.000Z,5,true,SO61727,,10-4030-017564,17564,,1,29478,29478,1,,,,1735.98,138.8784,43.3995,1918.2579,,{E37B952C-2420-48AD-B854-1D4AAC2A4CD3},2013-12-14T00:00:00.000Z
61791,8,2013-12-09T00:00:00.000Z,2013-12-21T00:00:00.000Z,2013-12-16T00:00:00.000Z,5,true,SO61791,,10-4030-018305,18305,,9,27314,27314,1,18808,519037Vi97718,10523,36.59,2.9272,0.9148,40.432,,{3659B015-B384-4F4F-8F3A-23AEF464B188},2013-12-16T00:00:00.000Z
